borough,year_and_month,month,year,season,pandemic_period,recovery_success
redbridge,2022-12-01,december,2022,winter,post-pandemic,0
waltham forest,2022-12-01,december,2022,winter,post-pandemic,0
barking and dagenham,2022-12-01,december,2022,winter,post-pandemic,0
enfield,2022-12-01,december,2022,winter,post-pandemic,0
newham,2022-12-01,december,2022,winter,post-pandemic,0
newham,2022-12-01,december,2022,winter,post-pandemic,0
havering,2022-12-01,december,2022,winter,post-pandemic,0
kensington and chelsea,2022-12-01,december,2022,winter,post-pandemic,0
westminster,2022-12-01,december,2022,winter,post-pandemic,0
hillingdon,2022-12-01,december,2022,winter,post-pandemic,0
wandsworth,2023-01-01,january,2023,winter,post-pandemic,0
lambeth,2023-01-01,january,2023,winter,post-pandemic,0
lambeth,2023-01-01,january,2023,winter,post-pandemic,0
lambeth,2023-01-01,january,2023,winter,post-pandemic,1
lambeth,2023-01-01,january,2023,winter,post-pandemic,0
lambeth,2023-01-01,january,2023,winter,post-pandemic,1
lambeth,2023-01-01,january,2023,winter,post-pandemic,0
lambeth,2023-01-01,january,2023,winter,post-pandemic,0
brent,2023-01-01,january,2023,winter,post-pandemic,0
harrow,2023-01-01,january,2023,winter,post-pandemic,0
camden,2023-01-01,january,2023,winter,post-pandemic,0
barnet,2023-01-01,january,2023,winter,post-pandemic,0
haringey,2023-01-01,january,2023,winter,post-pandemic,1
croydon,2023-01-01,january,2023,winter,post-pandemic,0
bexley,2023-01-01,january,2023,winter,post-pandemic,0
hackney,2023-01-01,january,2023,winter,post-pandemic,0
hackney,2023-01-01,january,2023,winter,post-pandemic,0
waltham forest,2023-01-01,january,2023,winter,post-pandemic,0
enfield,2023-01-01,january,2023,winter,post-pandemic,0
newham,2023-01-01,january,2023,winter,post-pandemic,1
hammersmith and fulham,2023-01-01,january,2023,winter,post-pandemic,0
westminster,2023-01-01,january,2023,winter,post-pandemic,0
kingston upon thames,2023-02-01,february,2023,winter,post-pandemic,0
kingston upon thames,2023-02-01,february,2023,winter,post-pandemic,0
richmond upon thames,2023-02-01,february,2023,winter,post-pandemic,0
brent,2023-02-01,february,2023,winter,post-pandemic,0
harrow,2023-02-01,february,2023,winter,post-pandemic,0
harrow,2023-02-01,february,2023,winter,post-pandemic,0
harrow,2023-02-01,february,2023,winter,post-pandemic,0
barnet,2023-02-01,february,2023,winter,post-pandemic,0
barnet,2023-02-01,february,2023,winter,post-pandemic,0
islington,2023-02-01,february,2023,winter,post-pandemic,0
islington,2023-02-01,february,2023,winter,post-pandemic,0
islington,2023-02-01,february,2023,winter,post-pandemic,0
lewisham,2023-02-01,february,2023,winter,post-pandemic,1
southwark,2023-02-01,february,2023,winter,post-pandemic,0
bromley,2023-02-01,february,2023,winter,post-pandemic,0
croydon,2023-02-01,february,2023,winter,post-pandemic,0
tower hamlets,2023-02-01,february,2023,winter,post-pandemic,0
tower hamlets,2023-02-01,february,2023,winter,post-pandemic,0
waltham forest,2023-02-01,february,2023,winter,post-pandemic,0
enfield,2023-02-01,february,2023,winter,post-pandemic,0
hammersmith and fulham,2023-02-01,february,2023,winter,post-pandemic,0
lambeth,2023-02-01,february,2023,winter,post-pandemic,0
hammersmith and fulham,2023-02-01,february,2023,winter,post-pandemic,0
westminster,2023-02-01,february,2023,winter,post-pandemic,1
westminster,2023-02-01,february,2023,winter,post-pandemic,0
hillingdon,2023-03-01,march,2023,spring,post-pandemic,0
hillingdon,2023-03-01,march,2023,spring,post-pandemic,0
hillingdon,2023-03-01,march,2023,spring,post-pandemic,0
camden,2023-03-01,march,2023,spring,post-pandemic,0
camden,2023-03-01,march,2023,spring,post-pandemic,0
barnet,2023-03-01,march,2023,spring,post-pandemic,0
ealing,2023-03-01,march,2023,spring,post-pandemic,0
islington,2023-03-01,march,2023,spring,post-pandemic,0
islington,2023-03-01,march,2023,spring,post-pandemic,0
haringey,2023-03-01,march,2023,spring,post-pandemic,0
haringey,2023-03-01,march,2023,spring,post-pandemic,0
southwark,2023-03-01,march,2023,spring,post-pandemic,0
bromley,2023-03-01,march,2023,spring,post-pandemic,0
bromley,2023-03-01,march,2023,spring,post-pandemic,0
bromley,2023-03-01,march,2023,spring,post-pandemic,0
greenwich,2023-03-01,march,2023,spring,post-pandemic,0
bexley,2023-03-01,march,2023,spring,post-pandemic,0
bexley,2023-03-01,march,2023,spring,post-pandemic,0
tower hamlets,2023-03-01,march,2023,spring,post-pandemic,0
redbridge,2023-03-01,march,2023,spring,post-pandemic,0
waltham forest,2023-03-01,march,2023,spring,post-pandemic,0
waltham forest,2023-03-01,march,2023,spring,post-pandemic,0
barking and dagenham,2023-03-01,march,2023,spring,post-pandemic,0
barking and dagenham,2023-03-01,march,2023,spring,post-pandemic,0
barking and dagenham,2023-03-01,march,2023,spring,post-pandemic,0
barking and dagenham,2023-03-01,march,2023,spring,post-pandemic,0
barking and dagenham,2023-03-01,march,2023,spring,post-pandemic,0
bromley,2023-03-01,march,2023,spring,post-pandemic,0
newham,2023-03-01,march,2023,spring,post-pandemic,0
hammersmith and fulham,2023-03-01,march,2023,spring,post-pandemic,0
bromley,2023-03-01,march,2023,spring,post-pandemic,0
westminster,2023-03-01,march,2023,spring,post-pandemic,1
wandsworth,2023-04-01,april,2023,spring,post-pandemic,0
hounslow,2023-04-01,april,2023,spring,post-pandemic,0
hounslow,2023-04-01,april,2023,spring,post-pandemic,1
merton,2023-04-01,april,2023,spring,post-pandemic,0
brent,2023-04-01,april,2023,spring,post-pandemic,1
islington,2023-04-01,april,2023,spring,post-pandemic,0
haringey,2023-04-01,april,2023,spring,post-pandemic,0
haringey,2023-04-01,april,2023,spring,post-pandemic,0
haringey,2023-04-01,april,2023,spring,post-pandemic,0
bromley,2023-04-01,april,2023,spring,post-pandemic,0
bromley,2023-04-01,april,2023,spring,post-pandemic,0
greenwich,2023-04-01,april,2023,spring,post-pandemic,0
greenwich,2023-04-01,april,2023,spring,post-pandemic,0
croydon,2023-04-01,april,2023,spring,post-pandemic,0
croydon,2023-04-01,april,2023,spring,post-pandemic,0
bexley,2023-04-01,april,2023,spring,post-pandemic,0
bexley,2023-04-01,april,2023,spring,post-pandemic,0
tower hamlets,2023-04-01,april,2023,spring,post-pandemic,0
tower hamlets,2023-04-01,april,2023,spring,post-pandemic,0
redbridge,2023-04-01,april,2023,spring,post-pandemic,0
redbridge,2023-04-01,april,2023,spring,post-pandemic,0
hackney,2023-04-01,april,2023,spring,post-pandemic,0
waltham forest,2023-04-01,april,2023,spring,post-pandemic,0
enfield,2023-04-01,april,2023,spring,post-pandemic,0
enfield,2023-04-01,april,2023,spring,post-pandemic,0
havering,2023-04-01,april,2023,spring,post-pandemic,0
kensington and chelsea,2023-04-01,april,2023,spring,post-pandemic,0
kingston upon thames,2023-05-01,may,2023,spring,post-pandemic,1
hounslow,2023-05-01,may,2023,spring,post-pandemic,0
richmond upon thames,2023-05-01,may,2023,spring,post-pandemic,0
hillingdon,2023-05-01,may,2023,spring,post-pandemic,0
lambeth,2023-05-01,may,2023,spring,post-pandemic,0
lambeth,2023-05-01,may,2023,spring,post-pandemic,0
lambeth,2023-05-01,may,2023,spring,post-pandemic,0
lambeth,2023-05-01,may,2023,spring,post-pandemic,0
lambeth,2023-05-01,may,2023,spring,post-pandemic,0
lambeth,2023-05-01,may,2023,spring,post-pandemic,0
merton,2023-05-01,may,2023,spring,post-pandemic,0
camden,2023-05-01,may,2023,spring,post-pandemic,0
islington,2023-05-01,may,2023,spring,post-pandemic,0
islington,2023-05-01,may,2023,spring,post-pandemic,0
southwark,2023-05-01,may,2023,spring,post-pandemic,0
lewisham,2023-05-01,may,2023,spring,post-pandemic,0
bromley,2023-05-01,may,2023,spring,post-pandemic,0
bromley,2023-05-01,may,2023,spring,post-pandemic,0
bromley,2023-05-01,may,2023,spring,post-pandemic,0
tower hamlets,2023-05-01,may,2023,spring,post-pandemic,0
tower hamlets,2023-05-01,may,2023,spring,post-pandemic,0
hackney,2023-05-01,may,2023,spring,post-pandemic,0
hackney,2023-05-01,may,2023,spring,post-pandemic,0
enfield,2023-05-01,may,2023,spring,post-pandemic,0
enfield,2023-05-01,may,2023,spring,post-pandemic,0
enfield,2023-05-01,may,2023,spring,post-pandemic,0
newham,2023-05-01,may,2023,spring,post-pandemic,0
havering,2023-05-01,may,2023,spring,post-pandemic,0
hammersmith and fulham,2023-05-01,may,2023,spring,post-pandemic,0
tower hamlets,2023-05-01,may,2023,spring,post-pandemic,0
barnet,2023-02-01,february,2023,winter,post-pandemic,0
barking and dagenham,2023-04-01,april,2023,spring,post-pandemic,0
kensington and chelsea,2023-05-01,may,2023,spring,post-pandemic,0
wandsworth,2023-06-01,june,2023,summer,post-pandemic,0
wandsworth,2023-06-01,june,2023,summer,post-pandemic,0
hillingdon,2023-06-01,june,2023,summer,post-pandemic,0
hillingdon,2023-06-01,june,2023,summer,post-pandemic,0
hillingdon,2023-06-01,june,2023,summer,post-pandemic,0
lambeth,2023-06-01,june,2023,summer,post-pandemic,0
lambeth,2023-06-01,june,2023,summer,post-pandemic,0
brent,2023-06-01,june,2023,summer,post-pandemic,0
harrow,2023-06-01,june,2023,summer,post-pandemic,0
camden,2023-06-01,june,2023,summer,post-pandemic,0
ealing,2023-06-01,june,2023,summer,post-pandemic,0
ealing,2023-06-01,june,2023,summer,post-pandemic,0
ealing,2023-06-01,june,2023,summer,post-pandemic,1
southwark,2023-06-01,june,2023,summer,post-pandemic,0
southwark,2023-06-01,june,2023,summer,post-pandemic,0
southwark,2023-06-01,june,2023,summer,post-pandemic,0
southwark,2023-06-01,june,2023,summer,post-pandemic,0
greenwich,2023-06-01,june,2023,summer,post-pandemic,0
greenwich,2023-06-01,june,2023,summer,post-pandemic,0
greenwich,2023-06-01,june,2023,summer,post-pandemic,0
greenwich,2023-06-01,june,2023,summer,post-pandemic,0
croydon,2023-06-01,june,2023,summer,post-pandemic,0
sutton,2023-06-01,june,2023,summer,post-pandemic,0
tower hamlets,2023-06-01,june,2023,summer,post-pandemic,0
tower hamlets,2023-06-01,june,2023,summer,post-pandemic,0
barking and dagenham,2023-06-01,june,2023,summer,post-pandemic,0
enfield,2023-06-01,june,2023,summer,post-pandemic,0
enfield,2023-06-01,june,2023,summer,post-pandemic,0
kensington and chelsea,2023-06-01,june,2023,summer,post-pandemic,0
hackney,2023-06-01,june,2023,summer,post-pandemic,0
hammersmith and fulham,2023-06-01,june,2023,summer,post-pandemic,0
westminster,2023-06-01,june,2023,summer,post-pandemic,0
croydon,2023-06-01,june,2023,summer,post-pandemic,0
hounslow,2023-07-01,july,2023,summer,post-pandemic,0
hounslow,2023-07-01,july,2023,summer,post-pandemic,0
hillingdon,2023-07-01,july,2023,summer,post-pandemic,0
lambeth,2023-07-01,july,2023,summer,post-pandemic,0
merton,2023-07-01,july,2023,summer,post-pandemic,0
brent,2023-07-01,july,2023,summer,post-pandemic,0
brent,2023-07-01,july,2023,summer,post-pandemic,0
camden,2023-07-01,july,2023,summer,post-pandemic,0
barnet,2023-07-01,july,2023,summer,post-pandemic,0
haringey,2023-07-01,july,2023,summer,post-pandemic,0
lewisham,2023-07-01,july,2023,summer,post-pandemic,0
greenwich,2023-07-01,july,2023,summer,post-pandemic,0
croydon,2023-07-01,july,2023,summer,post-pandemic,0
croydon,2023-07-01,july,2023,summer,post-pandemic,0
bexley,2023-07-01,july,2023,summer,post-pandemic,0
tower hamlets,2023-07-01,july,2023,summer,post-pandemic,0
redbridge,2023-07-01,july,2023,summer,post-pandemic,0
redbridge,2023-07-01,july,2023,summer,post-pandemic,0
redbridge,2023-07-01,july,2023,summer,post-pandemic,0
hackney,2023-07-01,july,2023,summer,post-pandemic,0
hackney,2023-07-01,july,2023,summer,post-pandemic,0
barking and dagenham,2023-07-01,july,2023,summer,post-pandemic,0
newham,2023-07-01,july,2023,summer,post-pandemic,0
westminster,2023-07-01,july,2023,summer,post-pandemic,0
brent,2023-07-01,july,2023,summer,post-pandemic,0
richmond upon thames,2023-08-01,august,2023,summer,post-pandemic,0
lambeth,2023-08-01,august,2023,summer,post-pandemic,0
lambeth,2023-08-01,august,2023,summer,post-pandemic,1
kingston upon thames,2023-08-01,august,2023,summer,post-pandemic,0
harrow,2023-08-01,august,2023,summer,post-pandemic,0
harrow,2023-08-01,august,2023,summer,post-pandemic,0
camden,2023-08-01,august,2023,summer,post-pandemic,0
camden,2023-08-01,august,2023,summer,post-pandemic,0
southwark,2023-08-01,august,2023,summer,post-pandemic,0
ealing,2023-08-01,august,2023,summer,post-pandemic,0
ealing,2023-08-01,august,2023,summer,post-pandemic,0
haringey,2023-08-01,august,2023,summer,post-pandemic,0
southwark,2023-08-01,august,2023,summer,post-pandemic,0
lewisham,2023-08-01,august,2023,summer,post-pandemic,0
lewisham,2023-08-01,august,2023,summer,post-pandemic,0
lewisham,2023-08-01,august,2023,summer,post-pandemic,0
lewisham,2023-08-01,august,2023,summer,post-pandemic,0
bromley,2023-08-01,august,2023,summer,post-pandemic,0
greenwich,2023-08-01,august,2023,summer,post-pandemic,0
greenwich,2023-08-01,august,2023,summer,post-pandemic,0
croydon,2023-08-01,august,2023,summer,post-pandemic,1
bexley,2023-08-01,august,2023,summer,post-pandemic,0
enfield,2023-08-01,august,2023,summer,post-pandemic,0
newham,2023-08-01,august,2023,summer,post-pandemic,1
waltham forest,2023-08-01,august,2023,summer,post-pandemic,1
newham,2023-08-01,august,2023,summer,post-pandemic,1
kensington and chelsea,2023-08-01,august,2023,summer,post-pandemic,0
westminster,2023-08-01,august,2023,summer,post-pandemic,0
kingston upon thames,2023-09-01,september,2023,autumn,post-pandemic,0
hounslow,2023-09-01,september,2023,autumn,post-pandemic,0
hounslow,2023-09-01,september,2023,autumn,post-pandemic,0
hillingdon,2023-09-01,september,2023,autumn,post-pandemic,0
lambeth,2023-09-01,september,2023,autumn,post-pandemic,0
lambeth,2023-09-01,september,2023,autumn,post-pandemic,0
merton,2023-09-01,september,2023,autumn,post-pandemic,0
brent,2023-09-01,september,2023,autumn,post-pandemic,0
haringey,2023-09-01,september,2023,autumn,post-pandemic,0
southwark,2023-09-01,september,2023,autumn,post-pandemic,0
bromley,2023-09-01,september,2023,autumn,post-pandemic,0
bexley,2023-09-01,september,2023,autumn,post-pandemic,0
sutton,2023-09-01,september,2023,autumn,post-pandemic,0
tower hamlets,2023-09-01,september,2023,autumn,post-pandemic,0
redbridge,2023-09-01,september,2023,autumn,post-pandemic,0
waltham forest,2023-09-01,september,2023,autumn,post-pandemic,0
kensington and chelsea,2023-09-01,september,2023,autumn,post-pandemic,0
westminster,2023-09-01,september,2023,autumn,post-pandemic,0
westminster,2023-09-01,september,2023,autumn,post-pandemic,1
lambeth,2023-04-01,april,2023,spring,post-pandemic,0
camden,2023-09-01,september,2023,autumn,post-pandemic,0
sutton,2023-10-01,october,2023,autumn,post-pandemic,0
kingston upon thames,2023-10-01,october,2023,autumn,post-pandemic,1
hounslow,2023-10-01,october,2023,autumn,post-pandemic,0
lambeth,2023-10-01,october,2023,autumn,post-pandemic,0
lambeth,2023-10-01,october,2023,autumn,post-pandemic,0
merton,2023-10-01,october,2023,autumn,post-pandemic,0
harrow,2023-10-01,october,2023,autumn,post-pandemic,0
camden,2023-10-01,october,2023,autumn,post-pandemic,1
barnet,2023-10-01,october,2023,autumn,post-pandemic,0
islington,2023-10-01,october,2023,autumn,post-pandemic,0
islington,2023-10-01,october,2023,autumn,post-pandemic,0
islington,2023-10-01,october,2023,autumn,post-pandemic,0
bexley,2023-10-01,october,2023,autumn,post-pandemic,0
sutton,2023-10-01,october,2023,autumn,post-pandemic,0
tower hamlets,2023-10-01,october,2023,autumn,post-pandemic,0
tower hamlets,2023-10-01,october,2023,autumn,post-pandemic,0
tower hamlets,2023-10-01,october,2023,autumn,post-pandemic,0
waltham forest,2023-10-01,october,2023,autumn,post-pandemic,0
waltham forest,2023-10-01,october,2023,autumn,post-pandemic,1
waltham forest,2023-10-01,october,2023,autumn,post-pandemic,0
enfield,2023-10-01,october,2023,autumn,post-pandemic,0
enfield,2023-10-01,october,2023,autumn,post-pandemic,1
hammersmith and fulham,2023-10-01,october,2023,autumn,post-pandemic,0
hammersmith and fulham,2023-10-01,october,2023,autumn,post-pandemic,0
camden,2023-10-01,october,2023,autumn,post-pandemic,0
westminster,2023-10-01,october,2023,autumn,post-pandemic,0
westminster,2023-10-01,october,2023,autumn,post-pandemic,0
westminster,2023-10-01,october,2023,autumn,post-pandemic,0
bexley,2023-09-01,september,2023,autumn,post-pandemic,0
wandsworth,2023-11-01,november,2023,autumn,post-pandemic,0
wandsworth,2023-11-01,november,2023,autumn,post-pandemic,0
hounslow,2023-11-01,november,2023,autumn,post-pandemic,0
hounslow,2023-11-01,november,2023,autumn,post-pandemic,0
hillingdon,2023-11-01,november,2023,autumn,post-pandemic,0
lambeth,2023-11-01,november,2023,autumn,post-pandemic,0
lambeth,2023-11-01,november,2023,autumn,post-pandemic,0
merton,2023-11-01,november,2023,autumn,post-pandemic,0
brent,2023-11-01,november,2023,autumn,post-pandemic,0
barnet,2023-11-01,november,2023,autumn,post-pandemic,0
greenwich,2023-11-01,november,2023,autumn,post-pandemic,0
ealing,2023-11-01,november,2023,autumn,post-pandemic,0
islington,2023-11-01,november,2023,autumn,post-pandemic,0
haringey,2023-11-01,november,2023,autumn,post-pandemic,0
haringey,2023-11-01,november,2023,autumn,post-pandemic,1
newham,2023-11-01,november,2023,autumn,post-pandemic,0
bromley,2023-11-01,november,2023,autumn,post-pandemic,0
bromley,2023-11-01,november,2023,autumn,post-pandemic,0
bromley,2023-11-01,november,2023,autumn,post-pandemic,0
greenwich,2023-11-01,november,2023,autumn,post-pandemic,0
greenwich,2023-11-01,november,2023,autumn,post-pandemic,1
croydon,2023-11-01,november,2023,autumn,post-pandemic,0
tower hamlets,2023-11-01,november,2023,autumn,post-pandemic,0
tower hamlets,2023-11-01,november,2023,autumn,post-pandemic,0
redbridge,2023-11-01,november,2023,autumn,post-pandemic,0
barking and dagenham,2023-11-01,november,2023,autumn,post-pandemic,0
barking and dagenham,2023-11-01,november,2023,autumn,post-pandemic,0
newham,2023-11-01,november,2023,autumn,post-pandemic,1
newham,2023-11-01,november,2023,autumn,post-pandemic,0
newham,2023-11-01,november,2023,autumn,post-pandemic,0
newham,2023-11-01,november,2023,autumn,post-pandemic,0
havering,2023-11-01,november,2023,autumn,post-pandemic,0
